student_id,age,sex,course,yr_level,socioeconomic_stat,fam_support,working_stud,scholar,personality_type,TM1,TM2,TM3,TM4,TM5,TM6,TM7,CAP1,CAP2,CAP3,CAP4,GSS1,GSS2,GSS3,GSS4,GSS5,GSS6,GSS7,EP1,EP2,EP3,EP4,EP5,EP6,NT1,NT2,NT3,desktop,laptop,mobile_phone,tablet,wifi,prepaid-wifi,cellular_data,hotspot,vhigh_speed,high_speed,moderate_speed,light_speed,GPA,gpa_range
2019-00442,21,M,CS,4,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,always,always,sometimes,never,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,never,always,never,sometimes,sometimes,never,sometimes,always,always,2.3421,Satisfactory
2019-00880,22,F,CS,4,middle,yes,no,yes,ESFP,sometimes,sometimes,always,never,sometimes,always,never,always,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,never,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.9211,Very-Satisfactory
2019-02018,29,F,CS,4,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,never,never,sometimes,always,sometimes,sometimes,never,never,never,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,2.0132,Very-Satisfactory
2019-01775,22,F,CS,4,low,yes,no,no,ISFP,never,never,never,never,never,never,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,never,never,never,never,never,sometimes,sometimes,sometimes,sometimes,always,always,never,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,1.8158,Very-Satisfactory
2019-00910,21,M,CS,4,lower middle,yes,no,no,ISTJ,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,always,sometimes,always,always,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,always,1.8947,Very-Satisfactory
2019-00998,21,F,CS,4,lower middle,yes,no,no,INFJ,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,never,always,always,never,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,1.9342,Very-Satisfactory
2019-00461,21,F,CS,4,low,yes,no,no,INFP,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,never,never,sometimes,sometimes,sometimes,sometimes,never,always,always,never,never,sometimes,always,always,sometimes,sometimes,always,sometimes,1.9211,Very-Satisfactory
2019-00496,20,M,CS,4,low,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,always,never,always,never,sometimes,never,never,sometimes,always,never,2.1053,Very-Satisfactory
2019-00457,22,M,CS,4,low,yes,no,no,ENFP,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.1579,Very-Satisfactory
2017-00269,22,M,CS,4,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,never,never,never,sometimes,always,always,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,always,always,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.1184,Very-Satisfactory
2019-00070,21,F,CS,4,low,yes,no,no,ISFP,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,sometimes,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,2.0526,Very-Satisfactory
2019-01236,28,F,CS,4,lower middle,yes,yes,no,INTJ,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,always,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,always,always,never,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,2.0526,Very-Satisfactory
2019-00347,21,M,CS,4,low,yes,no,no,ISTJ,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,always,always,always,always,always,always,always,always,always,always,sometimes,always,never,sometimes,sometimes,sometimes,always,always,never,never,sometimes,always,2.1316,Very-Satisfactory
2019-00423,22,F,CS,4,low,yes,no,no,ISFJ,always,always,sometimes,sometimes,sometimes,sometimes,always,always,always,never,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.1184,Very-Satisfactory
2019-00972,21,F,CS,4,lower middle,yes,no,no,ESFJ,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,never,always,sometimes,sometimes,never,sometimes,sometimes,always,sometimes,never,sometimes,never,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,2.0658,Very-Satisfactory
2017-00107,21,M,CS,4,upper middle,yes,no,no,ENFP,sometimes,sometimes,always,never,never,never,sometimes,always,always,always,always,always,always,never,always,always,never,always,sometimes,always,never,always,always,never,sometimes,never,always,always,always,always,never,always,never,sometimes,never,sometimes,sometimes,always,always,2.0132,Very-Satisfactory
2019-00381,21,F,CS,4,low,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,never,never,sometimes,always,never,never,never,sometimes,sometimes,1.8026,Very-Satisfactory
2019-00988,22,F,CS,4,lower middle,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,never,always,sometimes,always,always,always,sometimes,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,2.6053,Satisfactory
2021-01480,20,F,IT,2,low,no,no,no,INFP,always,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,never,always,sometimes,always,sometimes,sometimes,always,sometimes,never,never,always,never,never,never,never,always,1.6563,Superior
2021-00313,19,F,IT,2,low,yes,no,no,ESFJ,sometimes,sometimes,always,never,always,sometimes,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,always,always,always,always,always,always,always,always,never,sometimes,always,never,sometimes,never,sometimes,sometimes,never,sometimes,always,sometimes,1.8646,Very-Satisfactory
2021-00645,19,M,IT,2,lower,yes,no,no,ISFJ,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,never,always,sometimes,never,always,sometimes,always,always,sometimes,sometimes,always,always,1.7083,Superior
2021-01059,20,F,IT,2,low,yes,no,no,ESTJ,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,sometimes,always,always,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,sometimes,always,never,never,sometimes,never,never,never,always,never,never,never,sometimes,always,1.7083,Superior
2021-00569,19,F,IT,2,lower middle,yes,no,no,INFJ,sometimes,sometimes,always,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,never,always,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,1.4375,Superior
2021-00488,19,M,IT,2,low,yes,no,no,ISFP,sometimes,never,always,always,always,sometimes,never,always,always,sometimes,always,sometimes,always,never,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,never,always,sometimes,never,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,1.6563,Superior
2021-02119,19,M,IT,2,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,never,always,never,sometimes,always,sometimes,sometimes,sometimes,always,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,never,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,1.7396,Superior
2021-00922,19,M,IT,2,middle,yes,no,no,INTJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,never,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,never,never,sometimes,always,always,sometimes,always,never,always,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,1.1979,Excellent
2021-00592,19,M,IT,2,lower middle,yes,no,no,INTJ,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,always,sometimes,sometimes,always,always,never,always,sometimes,never,always,always,sometimes,never,sometimes,never,sometimes,sometimes,sometimes,always,never,always,always,never,sometimes,never,always,always,never,sometimes,sometimes,sometimes,1.5104,Superior
2021-04511,19,M,IT,2,low,yes,no,no,INFJ,always,always,sometimes,always,sometimes,always,always,always,always,always,always,always,always,sometimes,always,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,always,always,sometimes,never,sometimes,always,never,never,never,always,never,sometimes,always,sometimes,sometimes,2.1354,Very-Satisfactory
2021-01942,19,F,SW,2,lower middle,yes,no,no,ESFJ,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,never,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,always,always,sometimes,never,always,never,always,never,sometimes,sometimes,sometimes,sometimes,always,sometimes,1.4265,Superior
2021-00331,19,M,IT,2,middle,yes,no,no,ESFJ,sometimes,never,sometimes,never,sometimes,never,never,always,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,always,sometimes,sometimes,always,always,never,never,never,1.6354,Superior
2019-00197,,F,IT,4,lower middle,yes,no,no,INFJ,always,sometimes,always,sometimes,always,always,sometimes,always,always,sometimes,always,always,always,always,always,always,always,always,sometimes,always,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,always,never,sometimes,sometimes,always,never,never,sometimes,sometimes,always,sometimes,2.3906,Satisfactory
2021-01011,21,F,IT,2,low,yes,no,no,ISTJ,sometimes,sometimes,always,always,always,always,sometimes,always,always,sometimes,always,always,always,always,sometimes,sometimes,always,always,always,sometimes,sometimes,sometimes,never,never,sometimes,never,sometimes,never,always,sometimes,never,always,never,sometimes,never,never,always,never,never,2.2,Very-Satisfactory
2021-00679,21,M,IT,2,middle,yes,no,no,ISFP,sometimes,sometimes,always,always,always,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,always,always,sometimes,always,always,always,sometimes,always,sometimes,always,always,sometimes,always,never,always,always,never,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,1.7083,Superior
2019-00770,21,M,IT,2,middle,yes,no,no,ESTP,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,never,sometimes,always,sometimes,sometimes,never,sometimes,sometimes,never,always,always,sometimes,never,never,sometimes,always,never,sometimes,never,always,never,sometimes,never,always,never,sometimes,never,sometimes,sometimes,never,sometimes,1.7292,Superior
2021-02232,19,M,IT,2,lower middle,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,sometimes,sometimes,never,never,always,sometimes,sometimes,1.5938,Superior
2021-00799,21,F,IT,2,low,yes,no,no,INFP,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,always,always,sometimes,always,sometimes,always,never,always,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,sometimes,sometimes,always,never,sometimes,never,always,never,sometimes,sometimes,always,never,1.2917,Superior
2021-00401,19,M,IT,2,low,yes,yes,no,INTJ,sometimes,sometimes,sometimes,sometimes,always,never,never,always,sometimes,sometimes,always,always,sometimes,never,always,always,never,always,always,sometimes,never,sometimes,always,never,sometimes,never,always,never,sometimes,always,never,always,never,sometimes,sometimes,never,never,always,sometimes,1.4792,Superior
2021-00428,19,M,IT,2,middle,yes,no,no,ENFJ,always,always,always,always,always,sometimes,always,always,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,1.5833,Superior
2021-04510,20,M,IT,2,low,yes,no,yes,ESTJ,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,always,sometimes,always,sometimes,never,never,sometimes,1.6979,Superior
2021-02097,22,M,IT,2,lower middle,yes,no,no,ESTP,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.0313,Very-Satisfactory
2021-02961,20,M,IT,2,lower middle,yes,no,no,ISTJ,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,sometimes,never,sometimes,always,sometimes,never,sometimes,always,never,sometimes,sometimes,always,sometimes,never,always,always,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,never,1.8646,Very-Satisfactory
2020-00073,20,M,IT,2,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,sometimes,never,sometimes,never,never,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,never,sometimes,never,always,always,sometimes,sometimes,always,always,2.6042,Satisfactory
2021-00657,18,M,IT,2,low,yes,no,no,ISFP,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,sometimes,always,always,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,1.5208,Superior
2021-00469,19,M,IT,2,low,yes,no,no,ENFJ,never,never,sometimes,never,never,never,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,never,never,never,always,sometimes,never,never,sometimes,sometimes,1.2708,Superior
2021-00941,19,M,IT,2,middle,yes,no,no,ESTJ,never,sometimes,always,never,never,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,always,always,always,always,never,always,never,always,sometimes,sometimes,sometimes,sometimes,always,1.5938,Superior
2021-04614,20,F,IT,2,low,yes,no,no,ESTP,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,always,always,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.2292,Excellent
2021-04853,19,F,IT,2,low,yes,no,no,ISTJ,sometimes,never,sometimes,never,sometimes,never,never,always,sometimes,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,never,sometimes,always,always,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,never,sometimes,never,never,always,1.3021,Superior
2021-00768,19,M,IT,2,lower middle,yes,no,no,INTJ,sometimes,sometimes,sometimes,always,always,sometimes,always,always,always,always,always,always,sometimes,always,always,always,always,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,never,always,always,never,always,sometimes,always,sometimes,sometimes,always,always,always,1.4896,Superior
2021-00645,19,M,IT,2,low,yes,no,no,ISTJ,sometimes,sometimes,sometimes,always,always,sometimes,never,sometimes,always,always,sometimes,always,always,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,never,always,sometimes,always,never,never,always,never,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,always,1.4896,Superior
2021-00859,22,F,IT,2,low,yes,no,no,INTJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,never,sometimes,sometimes,always,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,always,never,never,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,1.5938,Superior
2021-04622,19,F,IT,2,low,yes,no,no,ESTP,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,never,never,1.6364,Superior
2021-00777,20,F,IT,2,low,yes,no,no,INFJ,sometimes,never,sometimes,sometimes,sometimes,sometimes,never,always,sometimesnever,,sometimes,always,sometimes,sometimes,sometimes,sometimes ,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,never,never,never,never,always,never,never,never,always,never,never,never,sometimes,sometimes,1.4063,Superior
2021-00907,19,M,IT,2,lower middle,yes,no,no,ENFJ,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,always,always,always,always,sometimes,always,always,always,always,always,always,always,always,always,always,always,sometimes,sometimes,always,always,always,never,always,sometimes,sometimes,sometimes,sometimes,always,always,always,1.5729,Superior
2021-00469,,,IT,2,lower middle,yes,no,no,ISTJ,sometimes,always,always,sometimes,sometimes,always,never,always,always,always,always,sometimes,always,never,always,sometimes ,sometimes,sometimes,always,always,sometimes,sometimes,never,never,sometimes,never,never,never,always,always,never,always,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.2708,Superior
2021-00947,19,M,IT,2,middle,yes,no,no,ISTJ,sometimes,sometimes,always,never,never,sometimes,never,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,sometimes ,never,always,sometimes,sometimes,never,sometimes,always,always,sometimes,never,never,always,sometimes,always,never,always,never,sometimes,sometimes,always,sometimes,sometimes,never,1.5729,Superior
2021-00572,19,F,IT,2,middle,yes,no,no,ISFP,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,always,always,always,sometimes,sometimes,always,always,always,sometimes,sometimes,never,never,sometimes,never,always,sometimes,never,always,never,sometimes,never,sometimes,sometimes,sometimes,never,1.5208,Superior
2021-04610,20,M,IT,2,low,yes,yes,no,ENFP,sometimes,sometimes,sometimes,never,sometimes,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes ,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,always,always,never,always,always,always,sometimes,sometimes,sometimes,sometimes,never,1.4583,Superior
2021-00652,18,F,IT,2,low,yes,no,no,ENTJ,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes ,sometimes,sometimes,always,always,always,always,always,always,sometimes,sometimes,sometimes,never,never,always,never,never,never,always,never,never,never,always,never,1.625,Superior
2021-01108,19,M,IT,2,middle,yes,no,no,INFP,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,never,always,sometimes,never,always,never,sometimes,never,always,always,sometimes,sometimes,1.4792,Superior
2021-00784,21,M,IT,2,low,yes,no,no,INTJ,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,always,sometimes,never,never,sometimes,always,always,always,never,always,always,never,always,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,1.6458,Superior
2020-01861,21,M,IT,3,middle,yes,no,no,ENFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,never,always,never,never,2.631,Satisfactory
2020-01920,20,F,IT,3,low,yes,no,no,INFJ,sometimes,never,sometimes,never,sometimes,never,never,sometimes,always,sometimes,always,sometimes,sometimes,never,always,never,never,always,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,never,always,never,never,never,always,never,sometimes,sometimes,always,sometimes,2.2976,Satisfactory
2020-01897,20,M,IT,3,lower middle,yes,no,no,INTJ,sometimes,sometimes,sometimes,sometimes,always,always,never,always,always,sometimes,always,always,always,sometimes,sometimes,sometimes,always,always,sometimes,never,sometimes,never,never,sometimes,sometimes,sometimes,sometimes,never,always,never,sometimes,never,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,2.5,Satisfactory
2020-01945,,M,IT,3,low,yes,no,no,ENFJ,sometimes,sometimes,sometimes,never,always,sometimes,sometimes,always,sometimes,sometimes,always,always,always,never,always,always,sometimes,always,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,never,always,never,always,sometimes,always,never,always,never,never,never,2.0714,Very-Satisfactory
2020-01950,20,M,IT,3,low,yes,no,no,ISFJ,sometimes,sometimes,sometimes,always,always,always,sometimes,always,always,sometimes,always,always,always,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,sometimes,always,always,always,sometimes,always,always,never,always,never,always,always,sometimes,never,never,never,2.1667,Very-Satisfactory
2020-01946,20,M,IT,3,low,yes,no,no,ISTP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.6786,Satisfactory
2020-01902,21,M,IT,3,low,yes,no,no,ISFP,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,sometimes,always,always,always,always,always,always,always,always,sometimes,sometimes,always,always,always,never,always,always,sometimes,always,sometimes,always,sometimes,sometimes,always,sometimes,sometimes,1.7857,Very-Satisfactory
2020-02718,21,M,IT,3,low,yes,no,no,ESFJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,2.131,Very-Satisfactory
2020-01039,20,M,IT,3,low,yes,no,no,ENFP,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,always,never,sometimes,sometimes,sometimes,always,always,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,never,sometimes,sometimes,always,never,sometimes,sometimes,sometimes,sometimes,2.2381,Very-Satisfactory
2020-01944,21,M ,IT,3,low,yes,no,no,INTJ,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,never,never,always,never,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,2.0595,Very-Satisfactory
2020-01948,20,M,IT,3,low,yes,no,no,ISTJ,sometimes,sometimes,never,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,always,always,never,sometimes,never,never,always,sometimes,sometimes,never,never,never,always,sometimes,sometimes,never,sometimes,sometimes,always,never,always,sometimes,always,never,always,always,always,never,2.5357,Satisfactory
2020-01555,20,F ,IT,3,low ,yes,no,no,INFJ,sometimes,sometimes,sometimes,never,sometimes,never,sometimes,always,always,sometimes,sometimes,always,sometimes,never,sometimes,sometimes,always,always,sometimes,always,sometimes,never,sometimes,always,sometimes,never,sometimes,sometimes,always,always,sometimes,always,never,sometimes,sometimes,always,sometimes,sometimes,sometimes,1.9524,Very-Satisfactory
2020-01857,20,M,IT,3,low,yes,no,no,ESFJ,sometimes,sometimes,always,never,never,never,never,always,always,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,always,always,always,never,always,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,1.8214,Very-Satisfactory
2020-01880,,F,IT,3,lower middle,yes,no,no,ISFP,never,never,sometimes,always,always,always,never,always,sometimes,sometimes,always,sometimes,always,never,sometimes,sometimes,always,sometimes,never,sometimes,never,never,never,sometimes,never,never,sometimes,never,sometimes,always,never,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,2.2381,Very-Satisfactory
2020-01921,20,M,IT,3,lower middle,yes,no,no,ESFJ,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,sometimes,sometimes,always,always,always,always,always,sometimes,sometimes,sometimes,always,sometimes,2.3452,Satisfactory
2020-01941,19,M,IT,3,lower middle,yes,no,no,ISTP,sometimes,sometimes,always,sometimes,sometimes,sometimes,sometimes,always,always,sometimes,sometimes,sometimes,always,always,sometimes,always,sometimes,always,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,always,never,always,never,always,sometimes,always,always,sometimes,sometimes,sometimes,sometimes,2.119,Very-Satisfactory
